id;name;text;time;likes;reply;CleanedText
UC3Z6YUBy3MR-WS7JgblZ2Ww;@WarioSaysSo;"Becoming a teacher is.. or was a great job once. Not best pay but used to be a motivated and giving job with fullfillment and meaning.<br>Now you get disrespected, insulted, physically abused &amp; thretned etc. by pupils and students AND have the joy of having to battle ill-mannered parents who supports there kids bad behavement and blames all on evreyone else. OR you are a newly grafuated teacher with a fresh degree and a big heart to do your job....just to get met with school officials and principles who bash you for not having &quot;enough work experience yet&quot;  =  The common 101 problem, how is someone supposted to get experience if having a proper work-education is not enough to land you a job in your field to grow in? That is how profession experience work. It just does not compute logic at all.";2024-04-09T17:44:53Z;2;;Becoming a teacher is. Or was a great job once. Not best pay but used to be a motivated and giving job with fulfillment and meaning. Now you get disrespected, insulted, physically abused threatened etc. by pupils and students AND have the joy of having to battle ill-mannered parents who supports there kids bad bereavement and blames all on everyone else. OR you are a newly graduated teacher with a fresh degree and a big heart to do your job....just to get met with school officials and principles who bash you for not having enough work experience yet The common 101 problem, how is someone supported to get experience if having a proper work education is not enough to land you a job in your field to grow in? That is how profession experience work. It just does not compute logic at all.
UCzcxnO20jaYIKwLaKqIsEUA;@AImusic-yq4gq;Jobs ai have already replaced. music writing and sound production (still needs to work on voices but that will happen with in the next 6 months to a year.), computer art, website design, basic programing, Tela marketing, translation services, writing.;2024-03-25T03:03:29Z;2;;Jobs artificial intelligence have already replaced. Music writing and sound production still needs to work on voices, but that will happen with in the next 6 months to a year.  computer art, website design, basic programming, Tell marketing, translation services, writing.
UCsza2SCgkPZkZE9nknHKSQA;@fr1zl;"They&#39;ve only started and if that&#39;s true we need to figure out a new economic model.";2024-03-14T05:40:16Z;2;;They've only started and if that .true we need to figure out a new economic model.
UCqDE8YIn6YsDWOODKfJoaQA;@rmoore6471;AI will be the worst abomination known to the human race.  It will ultimately breakdown society..;2024-03-13T14:03:49Z;2;;AI will be the worst abomination known to the human race. It will ultimately break down society.
UCO2ORBKTPVD8gIuRcKOkPpA;@oruantseleballo9482;Staying ahead of the curve;2024-03-13T08:16:35Z;2;;Staying ahead of the curve
UC-dgtzDiqZfzVQh9yjjtnXQ;@bkdjart;Chat gpt can give detailed instructions. You can even feed images of your problem area and it can analyze it. There are humanoid robots that are utilizing chatgpt as the brain. So the answer is not if, but when does it become cheaper than human labor.;2024-03-31T09:03:31Z;2;UClLe-PJOIVKcpNaKVPxlrmw;ChatGPT can give detailed instructions. You can even feed images of your problem area and it can analyze it. There are humanoid robots that are utilizing ChatGPT as the brain. So the answer is not if, but when does it become cheaper than human labor.
UCF4-ieJt1bPk-2l4qvEHe8A;@migueltupayachi8238;great interview....Now I want to see Rogan interview Spielberg;2024-03-09T11:53:57Z;2;;Great interview.... Now I want to see Rogan interview Spielberg
UCZO2udU0PsfkT1UMTsTG1VQ;@rayray9571;"If there&#39;s no workers there&#39;s no need for product";2024-03-09T05:09:54Z;2;;If there .no workers there .no need for product
UCvbw-BKR_o_HCmJrpHJ0Pcw;@nyc-687;Big business paying politicians;2024-03-11T22:30:58Z;2;UCcBKjduyEgLG9n1MBfwSjYg;Big business paying politicians
UCoGiRVv56DBa77mRHbE9fEw;@ChristineCircelli-go2yw;Thank you.;2024-03-08T21:35:00Z;2;;Thank you.
UCE_pCrWCUtVggWRa-_F3Ckw;@Dayanna_.Abioficial;"I don&#39;t know about you but I welcome our new robot overlords.";2024-03-07T15:05:55Z;2;;I don't know about you, but I welcome our new robot overlords.
UCDzvHTtQPUwuEb0XVCKl4Vg;@johnnyfercik2455;"McDonald&#39;s probably would raise a meal to 50 bucks cuz robots and technology is so expensive";2024-03-06T16:43:06Z;2;;McDonald.probably would raise a meal to 50 bucks because robots and technology is. Expensive
UC54fPewukqhz9xWIw5qANdA;@davidhall7648;Not just the loss paid jobs either, Doctors, <br>Lawyers,<br>A.I. can do the lot;2024-03-06T16:28:55Z;2;;Not just the loss paid jobs either, Doctors, Lawyers, A.I. can do the lot
UC06kcbZG-XVyU6q-Cxhj5Vg;@chipredd6071;Let it happen!;2024-04-28T10:00:46Z;1;;Let it happen!
UC_glzCPqzda_ti580deHgug;@blessedforlife240;"They need to destroy AI, CHATGPT, ROBOTS, EVS ,  TIKTOK, BG, SA, EM , AF, MZ, And all others involved! All these aren&#39;t no good for humanity! WAKEUP folks!";2024-04-21T17:26:29Z;1;;They need to destroy AI, CHATGPT, ROBOTS, EVS, TIKTOK, BG, SA, EM, AF, MZ, And all others involved! All these aren't no good for humanity! MAKEUP folks!
UCf-WPUaMJSe6WDRX8794JEA;@suryakamalnd9888;"Well, as a person who wants to sell robots to take away other&#39;s jobs, I&#39;m pretty sure ai can&#39;t replace me..";2024-04-17T07:20:42Z;1;;Well, as a person who wants to sell robots to take away other .jobs, I'm pretty sure artificial intelligence can't replace me.
UC9JW9xaqdH6j9Gd_uYbdmPQ;@LuckysChannel;The world turns like every table.;2024-04-16T12:06:27Z;1;;The world turns like every table.
UCz1-nVeTk8vIFnYjV_VR0Iw;@TechShadow91;Hurts people with learning disabilities the most;2024-04-13T12:24:21Z;1;;Hurts people with learning disabilities the most
UCheQudYTWpBcCTttarydZxA;@jamesyoxon4852;Patrick you sir are one of the best content creators ever. Keep up the good work. Been watching you for ages. Heaps of value: thank you;2024-04-12T23:04:00Z;1;;Patrick you sir are one of the best content creators ever. Keep up the good work. Been watching you for ages. Heaps of value thank you
UCaAadJNpJ6DtJYBWxlJW7cQ;@jakelong6860;Who the phuck is building all these robots and why?;2024-04-12T16:56:48Z;1;;Who the Chuck is building all these robots and why?
UCJvJ1R6rK0HiKSSxm2KszBg;@yavorchernaev39;South Park has already told us who is going to be on the top of the food chain - maintenance people!;2024-04-10T21:56:40Z;1;;South Park has already told us who is going to be on the top of the food chain maintenance people!
UCgWVYceV2wjz5JTfR59_lxQ;@dzezonja3558;"Not only we have economic crisis where everything got crazy expensive and unaffordable, now you won&#39;t even get a job or the one you get will not be valued as much from the crazy demand on the job market. Can someone explain to me where this is going??";2024-04-10T20:00:00Z;1;;Not only we have economic crisis where everything got crazy expensive and unaffordable, now you won't even get a job or the one you get will not be valued as much from the crazy demand on the job market. Can someone explain to me where this is going??
UCH_ZjxH0R701x_GL5LCK5-g;@Joseph-qh5xv;Fast food is a major problem for America.they have destroyed the health of many people.And the prices are way too much for the slop and the nasty service you receive is disgusting.Most of their employees will spit in your food.dont put that garbage in your body.we as American citizens should bud light them all out of business.I bet the AI labor force will be better than humans who hold a grudge against others because they have to work there!;2024-04-07T11:37:40Z;1;;Fast food is a major problem for America. They have destroyed the health of many people. And the prices are way too much for the slop and the nasty service you receive is disgusting. Most of their employees will spit in your food. Do not put that garbage in your body. We as American citizens should Bud Light them all out of business. I bet the AI labor force will be better than humans who hold a grudge against others because they have to work there!
UCRQthPFsFsBxkmLv9sylZGA;@digitaldarkness7164;A.I. will be replaced by A.I.;2024-04-07T01:45:10Z;1;;A.I. will be replaced by A.I.
UCGk7to2jODEHfUIVaWpMbYg;@tchong5424;Definitely it does! 1000%! Soon we will be their slaves and poppets of this highest egos of mankinds sins of the devilist minds at work! Is terminators evolutions of the coming! Even Super Advanced Aliens had warned us! We are not awakened yet!;2024-04-05T09:01:44Z;1;;Definitely it does! 1000 ! Soon we will be their slaves and poppets of this highest egos of mankind sins of the devilish minds at work! Is terminators evolutions of the coming! Even Super Advanced Aliens had warned us! We are not awakened yet!
UCdfgDRqkIpDrUDjf3iWseng;@isaiahadebayo;This is absolutely inspiring. Thanks Pat.;2024-04-02T15:31:24Z;1;;This is absolutely inspiring. Thanks, Pat.
UCObVrnUWzeYHO-JY2BsgV0g;@807paperclip;"my job is mostly safe from everything beside harness the energy in storage. I&#39;m talking about high mega-watts to tera-watts storage. Seen the writing on the wall 9 years ago that I need to figure something else out. Thinking under the term of Moore&#39;s Law.";2024-03-27T14:51:58Z;1;;My job is mostly safe from everything beside harness the energy in storage. I'm talking about high megawatts to terawatts storage. Seen the writing on the wall 9 years ago that I need to figure something else out. Thinking under the term of Moore. Law.
UC1DpPCthcTvLeMaftZlCyaw;@roxaskinghearts;The only skill set left is computer scientist famous last words before a capitalist society can no longer keep up with reality;2024-03-24T11:44:18Z;1;;The only skill set left is computer scientist famous last words before a capitalist society can no longer keep up with reality
UC2sIlJuzm48c9BPq3X0QvCw;@steveharvey7712;"with AI bidens new job counts don&#39;t mean a thing.";2024-03-19T21:17:08Z;1;;With AI widens new job counts don't mean a thing.
UCnLLv55zkT79k0ity3cjwdQ;@user-xp6hb4uy8t;Go AI because all Americans do is complain about pay racism and robots will not complain;2024-03-18T18:31:03Z;1;;Go AI because all Americans do is complain about pay racism and robots will not complain
UCPiQlWNvX5NVE7W4zfIyS2Q;@user-vo9vz6tq9k;"Gen X, remember the song &quot;in the year 2525?&quot; We&#39;re seeing happening right now";2024-03-18T03:17:14Z;1;;Gen X, remember the song in the year 2525? We're seeing happening right now
UCTyaLNSGkebJPFdWNWbp3vQ;@jojoma2248;Lawyers will be heavily impacted according to WEF;2024-03-18T01:30:06Z;1;;Lawyers will be heavily impacted according to WEF
UCG_8i6A-S1zzCPNKhnb7QvQ;@lucky7eleven754;Imagine going to school for A.I. engineer , and that same cpu you engineer take your Job.;2024-03-17T04:27:10Z;1;;Imagine going to school for A.I. engineer, and that our CPU you engineer take your Job.
UCbNPENPzUCf8qZQT2jNwsDQ;@patg500;"Is there&#39;s a way to slow a impact of ai";2024-03-16T18:14:40Z;1;;Is there.a way to slow an impact of artificial intelligence
UCqC5bqKQM7dqFiH23Xt5Tnw;@carmencasanova-pb2rf;"I don&#39;t care.  The devil  and his demons are<br> here reeking havoc, just like the Bible teaches us.  Jesus our lord I can&#39;t wait to you come only you make sense.";2024-03-16T18:01:30Z;1;;I don't care. The devil and his demons are here reeking havoc, just like the Bible teaches us. Jesus our lord I can't wait to you come only you make sense.
UCPkRmFV6nKydmNBscuHpC2g;@noviceswingtrader8099;No AI is going to replace your job. If AI started doing everything which is technically not possible, but hypothetically if AI started doing everything people will start their agriculture work again and i think that is going to be the best job for human being at least it will reduce lots of pollution  and we can live with our family like our ancestors used to live their life.;2024-03-16T15:21:07Z;1;;No AI is going to replace your job. If AI started doing everything which is technically not possible, but hypothetically if AI started doing everything people will start their agriculture work again and I think that is going to be the best job for human being at least it will reduce lots of pollution, and we can live with our family like our ancestors used to live their life.
UC_8R2ZJI-82j5pyVzb0XSQQ;@dapple33;I like how the robot in the picture reminds me of the one from Love, Death, and Robots.;2024-03-15T17:57:57Z;1;;I like how the robot in the picture reminds me of the one from Love, Death, and Robots.
UCpXvtHbcHkNflpZ1_I02vUg;@user-sr3bq2gm3k;"Dya know why AI won&#39;t have that power? People overlooked this fact, when half the population is unemployed because of the companies AI agenda, the masses will refuse to accept service from those companies. We will not voluntarily fund the people and systems that destroy our lives, so eventually these idiots<br> will go bankrupt. After some turmoil, things will be restored where humanity works collectively again.";2024-03-15T16:40:14Z;1;;Day know why AI won't have that power? People overlooked this fact, when half the population is unemployed because of the companies AI agenda, the masses will refuse to accept service from those companies. We will not voluntarily fund the people and systems that destroy our lives, Eventually these idiots will go bankrupt. After some turmoil, things will be restored where humanity works collectively again.
UCfVtA4CjSaks-uhiBxBBxSQ;@lukeprince7690;Ban ai now;2024-03-15T03:14:29Z;1;;Ban artificial intelligence now
UCVQasVVStTSK8-yrNuulZjQ;@rekamniar;That is truly scary. When people starve due to lack of funds, revolution will surely start;2024-03-15T03:06:14Z;1;;That is terrifying. When people starve due to lack of funds, revolution will surely start
UCm3qoQNeEaHL2A8mjPvQk0w;@aryanelectricals4435;Huge fan....Patrick is great;2024-03-14T11:46:37Z;1;;Huge fan.... Patrick is great
UCpv28YjTMQIiPvwJcCqpszQ;@UltimateWarlord-cc8pi;I believe we are at an impass we all know something gotta happen for better or for worse;2024-03-13T18:52:27Z;1;;I believe we are at an impasse we all know something got to happen for better or for worse
UCSEYyVy0znvV1qcnY9sBk9g;@dawgunit1953;Goodbye junk food. Hello healthy home cooked meal lol stop these companies by not eating their anymore;2024-03-13T14:56:24Z;1;;Goodbye junk food. Hello healthy home cooked meal laugh out loud stop these companies by not eating their anymore
UC5LOLpyq1dqJQf500XYvw3Q;@Fitandover40;It would be great if machines could replace people on really machine like jobs, like a cashier on a supermarket. But also if it would leave us we more time on our hands, but if it is going to be just another way to make more money and people still working crazy hours, then it makes no sense.;2024-03-12T19:05:52Z;1;;It would be great if machines could replace people on really machine like jobs, like a cashier on a supermarket. But also if it would leave us we more time on our hands, but if it is going to be just another way to make more money and people still working crazy hours, then it makes no sense.
UCv8Dnrf_x0NhcynSu47PLag;@RATED4EVER;THEY TOOK ARE JOBS!!!!;2024-03-11T04:42:09Z;1;UCVUejSDKGT4FzdOxSjYMZlw;THEY TOOK ARE JOBS!!!!
UCFj5EmlWTWuQh-eU0NdZg2Q;@Steward10237;I know this fully well. It is not that the jobs are being taken away. AI has loads of limitations. For it to be even feasible, a subject matter expert who can navigate through the AI limitations is needed.  Remember, AI is not all that intelligent.;2024-03-10T23:47:03Z;1;;I know this fully well. It is not that the jobs are being taken away. AI has loads of limitations. For it to be even feasible, a subject-matter expert who can navigate through the AI limitations is needed. Remember, AI is not all that intelligent.
UC4y3V4mPoeEWiwHELuKH_pw;@Lobos222;"Self driving cars will replace most drivers in 2024...<br>Oh, it did not, okay then, but the &quot;reports&quot; said...";2024-03-10T17:40:16Z;1;;Self-driving cars will replace most drivers in 2024... Oh, it did not, okay then, but the reports said...
UC_oSIYBtYmRydVgc2xOf0fg;@user-fq7vs8dl5k;Walmart and Dollar General can get rid of employees. When I go in there, I get all my own stuff and pay for it myself at self checkout. No employees needed.;2024-03-10T17:33:46Z;1;;Walmart and Dollar General can get rid of employees. When I go in there, I get all my own stuff and pay for it myself at self-checkout. No employees needed.
UCZ9M2ppR0bc3xcxZK7jKXaQ;@user-zi6tb3yf2s;"That&#39;s 85 million positions where we can find competent staff.  You failed.  Bring on AI!";2024-03-10T16:56:54Z;1;;That .85 million positions where we can find competent staff. You failed. Bring on AI!
UCuuL_6djZiWOIrk2xcNegzw;@nathanzhao1133;"that&#39;s why i have no choice, but to become a multi billionaire";2024-03-10T12:29:36Z;1;;That .why I have no choice, but to become a multi-billionaire
UC36xesqIsOWFejbk4m7An0g;@walkabout16;"In the whispers of tomorrow, a revolution unfurls,<br>As AI&#39;s shadow looms, with its mechanized whirls.<br>Patrick Bet-David ponders, as the future swirls,<br>How many jobs will vanish, as the digital world hurls?<br><br>Robots, with their precision, in circuits they weave,<br>Into the fabric of labor, they steadily cleave.<br>Will they replace our roles? Will they silently deceive,<br>As the AI revolution, its power achieves?<br><br>In factories and offices, where humans toil,<br>AI&#39;s presence grows, with an insatiable coil.<br>Will it render us obsolete? Will it rob us of our toil,<br>As the AI revolution, in its relentless roil?<br><br>Prophetic visions dance, in the poet&#39;s quill,<br>As the AI revolution, bends to its will.<br>Will it bring liberation, or a bitter pill,<br>As jobs disappear, with a mechanical thrill?<br><br>In the echoes of uncertainty, humanity stands,<br>Contemplating the future, with trembling hands.<br>Will robots take our jobs, in vast digital sands,<br>As the AI revolution, across the world expands?<br><br>So let us ponder, with a thoughtful eye,<br>The impact of AI, as it soars to the sky.<br>Will it bring prosperity, or will it bid goodbye,<br>To the jobs we hold dear, as the years go by?";2024-03-10T07:27:59Z;1;;In the whispers of tomorrow, a revolution unfurls, As AI.shadow looms, with it is mechanized whirls. Patrick Bet David ponders, as the future swirls, How many jobs will vanish, as the digital world hurls? Robots, with their precision, in circuit is they weave, Into the fabric of labor, they steadily cleave. Will they replace our roles? Will they silently deceive, As the AI revolution, it is power achieves? In factories and offices, where humans toil, AI.presence grows, with an insatiable coil. Will it render us obsolete? Will it rob us of our toil, As the AI revolution, in it is relentless roil? Prophetic visions dance, in the poet.quill, As the AI revolution, bends to it is will. Will it bring liberation, or a bitter pill, As jobs disappear, with a mechanical thrill? In the echoes of uncertainty, humanity stands, Contemplating the future, with trembling hands. Will robots take our jobs, in vast digital sands, As the AI revolution, across the world expands? So let us ponder, with a thoughtful eye, The impact of AI, as it soars to the sky. Will it bring prosperity, or will it bid goodbye, To the jobs we hold dear, as the years go by?
UCrcRuFQgTl2y9hxv1O7FTtA;@zerozero4678;BY BY LAZY PEOPLE ON APP IS COMING TO REPLACE YOU;2024-03-09T22:03:03Z;1;;BY LAZY PEOPLE ON APP IS COMING TO REPLACE YOU
UCMhLl4YZnXXNiuoBBLyCJtA;@Trinison7;This is just the beginning. It will only get worse. Eventually we will question what it means to be human. This will be the greatest threat we ever faced and it is one we created. And since we allowed it we deserve.;2024-03-09T20:29:06Z;1;;This is just the beginning. It will only get worse. Eventually we will question what it means to be human. This will be the greatest threat we ever faced, and it is one we created. And since we allowed it we deserve.
UCguqY1g4gOjEwFq7WP9s9Aw;@theintrovertedaspie9095;"We as a whole dont deserve it. After all, none of us asked to be born in this world and play this expensive game called &quot;life&quot;. The people who deserve it are the ones causing it.";2024-03-24T22:07:53Z;1;UCMhLl4YZnXXNiuoBBLyCJtA;We as a whole do not deserve it. After all, none of us asked to be born in this world and play this expensive game called life. The people who deserve it are the ones causing it.
UCu2GTVuBpaglQDK2VyVXnjQ;@btm1;"Bla bla bla bla...It&#39;s a zero sum flawed game that relies on infinite economic growth. We need to do better in a post AGI society. Our obssesion with productivity and efficiency is becoming a mass psychosis. Countless of interesting and meaningful jobs are about to be destroyed and for what? For bigger profits to the top 1%? Well done, sociopaths.";2024-03-09T15:30:13Z;1;;BLA BLA BLA BLA... It.a zero-sum flawed game that relies on infinite economic growth. We need to do better in a post AGI society. Our obsession with productivity and efficiency is becoming a mass psychosis. Countless interesting and meaningful jobs are about to be destroyed and for what? For bigger profit is to the top 1 ? Well done, sociopaths.
UCE6a162pF1Qqhd65A11EguA;@GIUL7301;Jobs AI will never take.<br>Carpenters <br>Blumbers<br>Electricians <br>Hvac techs<br>Dry wallers<br>Concrete <br>Roofers ect,ect.;2024-03-09T12:58:39Z;1;;Jobs AI will never take. Carpenters Plumbers Electricians HVAC techs Dry callers Concrete Roofer sect, ect.
UC9bvRAker5_yPD3r7_bk4qA;@GAFA-dc3en;WHAT HAPPENS WHEN WW3 BREAKS OUT AND INTERNET IS LOST ???<br>WHAT HAPPENS WHEN INTERNET IS SHUTDOWN ???;2024-03-09T04:01:23Z;1;;WHAT HAPPENS WHEN WW3 BREAKS OUT AND INTERNET IS LOST ??? WHAT HAPPENS WHEN INTERNET IS SHUTDOWN ???
UCIqq7FWKertZHk7bBz1wNeg;@djdahl9035;Ya and Biden just brought in another 10 million plus to be feeded with no jobs available as automation takes over, real smart vote dems.;2024-03-08T12:46:01Z;1;;Ya and Biden just brought in another 10 million plus to be fed with no jobs available as automation takes over, real smart voted ems.
UCbCboOK8CVCv5GM1C5qFN_Q;@marziageorge3669;Yes;2024-03-08T14:25:00Z;1;UCxkYsLZUdZwLCXSf-1aLGfw;Yes
UCf7gTVIIhf0HI9ewLI5BQRA;@Kelly19850302;AI is the antichrist;2024-03-08T07:01:06Z;1;;AI is the antichrist
