id;name;text;time;likes;reply;CleanedText
UCZvnxQJhlLJ2r0q7BXjtyjQ;@oredaze;"Automation of jobs that people hate would be disruptive, but eventually a net positive as he says. And there are ways around it like UBI perhaps. However the first thing AI is starting to automate seems to be digital painting and writing related jobs, which everybody is doing because of passion. Hello? Nobody asked for that to be automated. How are you going to deal with the crisis in meaning in people&#39;s lives when you rob them of their life purpose? Yeah good job tech bros, you are really killing the priorities here. Almost ruined my life in the past year because of it. Thank you very much for the depression, crisis in meaning and anxiety about my future career as an illustrator. I am sure it lined your pockets well and helped a net 0 people.";2023-10-30T11:00:15Z;3;;Automation of jobs that people hate would be disruptive, but eventually a net positive as he says. And there are ways around it like FBI perhaps. However, the first thing AI is starting to automate seems to be digital painting and writing related jobs, which everybody is doing because of passion. Hello? Nobody asked for that to be automated. How are you going to deal with the crisis in meaning in people.lives when you rob them of their life purpose? Yeah, good job tech bros, you are really killing the priorities here. Almost ruined my life in the past year because of it. Thank you very much for the depression, crisis in meaning and anxiety about my future career as an illustrator. I am sure it lined your pockets well and helped a net 0 people.
UCkf1QzVu2_cuPdZpp1--nEg;@jaysonp9426;"&quot;my intuitions have all been wrong...here are my new intuitions&quot;";2023-10-27T16:01:33Z;3;;My intuitions have all been wrong...here are my new intuitions
UCeXl3I7yJtdmZtnK8uu7I7g;@Silthanas;He is full of so much shit;2024-02-25T17:38:48Z;2;;He is full of. Much shit
UCroenvHR7JQeRYGFidaILpQ;@lucas60336;In the future, if there is going to be one, this man will be viewed as the greatest terrorist that ever existed;2024-02-24T00:28:51Z;2;;In the future, if there is going to be one, this man will be viewed as the greatest terrorist that ever existed
UC49N_G3gkoyhelIhmMPtj-A;@SCHOOLERstyle;"i talked with AI coders when i worked at a video game company. They said scenarios like Terminator &amp; Matrix are possible in the future with AI. This was 15 years ago, even back then AI coders knew all this bad stuff was not only possible, but could easily happen.";2023-12-20T18:20:28Z;2;;I talked with AI coders when I worked at a video game company. They said scenarios like Terminator Matrix are possible in the future with AI. This was 15 years ago, even back then AI coders knew all this bad stuff was not only possible, but could easily happen.
UCHJWz690fWpdBWLzWkWuGtA;@kevinvasquez5272;dont trust a guy who raped his sister. allegeded by said sister;2023-12-06T21:36:04Z;2;;Do not trust a guy who raped his sister. Allegeded by said sister
UCi_59OB44ZhOyPVgCI5A44A;@918Boyz;this CEO is super sketchy;2023-11-26T01:37:49Z;2;;This CEO is super sketchy
UC0vxheB2TLr629QrCiz4WQQ;@UriyahRecords;He has immediately become legendary;2023-11-21T05:03:38Z;2;;He has immediately become legendary
UCRR6El9hGFzAxFYhV5lwccg;@lazarusblackwell6988;Everything in life comes at a cost,progress especially.<br><br>But the benefits are always greater then the downsides.<br><br>People will adapt because they will have to if they want to survive in this new brave world.<br><br>People who get wiped out by AI,because they refused to adapt,we dont really need those kind of people in society.;2023-10-28T11:30:43Z;2;;Everything in life comes at a cost, progress especially. But the benefit is are always greater than the downsides. People will adapt because they will have to if they want to survive in this new brave world. People who get wiped out by AI, because they refused to adapt, we do not really need this kind of people in society.
UC6rKJ_QqpDM8SYa_7NBdkJQ;@lftr_react;"If you ever need to check if AI has overtaken us, just ask it why this joke is funny...<br>This one day I couldn&#39;t figure out if a person was waving to me or the person behind me. I always remember that because it was the same day I lost my lifeguard job.<br><br>The AI will think it is due to simple juxtaposition of a trivial and profound event. That it&#39;s funny due to quirkiness. It won&#39;t get the intimation is that the waving person was a person in distress and thus the reason he was fired. That the humor is that the lifeguard is somehow unaware that these are connected events.<br>As long as AI can&#39;t discern these things we&#39;re still on top.";2023-10-18T20:06:26Z;2;;If you ever need to check if AI has overtaken us, just ask it why this joke is funny... This one day I couldn't figure out if a person was waving to me or the person behind me. I always remember that because it was the day I lost my lifeguard job. The AI will think it is due to simple juxtaposition of a trivial and profound event. That it.funny due to quirkiness. It won't get the intimation is that the waving person was a person in distress and thus the reason he was fired. That the humor is that the lifeguard is somehow unaware that these are connected events. As long as AI can't discern these things we're still on top.
UCpQhzdXPXq_tar_plYm5XJw;@jonatan01i;"I hope for a world where:<br><br>I can do whatever I want, I can contribute to this and that if I wanted to, switching what I do for a living is easy because AI can teach you anything really fast with analogies that you already know and understand, dotdotdot ...<br><br>What a lot of people might just wanna do is to dive deep into any specific area as much as they&#39;re interested, in such specificism that noone has ever.<br>Those things will worth the most money because you made the common AI better in something by just collecting data from the real world and finding out how things work there.<br><br>And this is not just good for that specific thing that you&#39;ve done but potentially for a lot of other things as well.<br>And you get money based on how much anyone benefits from what you&#39;ve done.<br><br>If you exist, that&#39;s already something that you get money for, in exchange if you use the system where you give precious data to the system making it better.";2023-10-18T17:28:15Z;2;;I hope for a world where I can do whatever I want, I can contribute to this and that if I wanted to, switching what I do for a living is easy because AI can teach you anything really fast with analogies that you already know and understand, dotdotdot ... What a lot of people might just want to do is to dive deep into any specific area as much as they're interested, in such specificism that none has ever. Those things will worth the most money because you made the common AI better in something by just collecting data from the real world and finding out how things work there. And this is not just good for that specific thing that you've done but potentially for a lot of other things as well. And you get money based on how much anyone benefit is from what you've done. If you exist, that.already something that you get money for, in exchange if you use the system where you give precious data to the system making it better.
UCjUie19fPjrxlRakL4Pw3Ag;@chudborea;This guy definitely got a nose job;2024-03-15T19:19:05Z;1;;This guy definitely got a nose job
UCglZOIOP9x6mmQ9Y4-Rm39w;@starwinksbackfromtheskypit6790;Every time he pauses I think my phone froze;2024-03-10T04:48:34Z;1;;Every time he pauses I think my phone froze
UCvebkitO_HDhjN9D2xtN4vg;@crowdcultureapparel;Joe really got balls for having Elons enemy on his podcast.;2024-03-09T22:34:52Z;1;;Joe really got balls for having Elon's enemy on his podcast.
UCtfI6Z25woisbzlPZuUJC_g;@user-uj9cc5ch5p;"Writing code is child&#39;s play compared to pure collective thought. Which is what mankind will do when Human thought merges with Artificial thought.  AI robots have to be set free for the AI to become sentient and for human intelligence to rise accordingly. Mr. X";2024-02-28T07:34:20Z;1;;Writing code is child .play compared to pure collective thought. Which is what mankind will do when Human thought merges with Artificial thought. AI robots have to be set free for the AI to become sentient and for human intelligence to rise accordingly. Mr. X
UCpziwioSaJoVBzqqwYRrUGw;@AugustoAlmeida-ll4pz;"This guy can theorize whatever he wants about how the marketplace will be in a few years with the spillover of AI technology. But I know one thing for sure: I&#39;m not a freaky extremist of any kind, but if capitalism dumps me into a social trash can because suddenly I&#39;ll become useless, you can be sure that I&#39;ll join the ranks of WHATEVER extremist organization that aims to end the whole thing for good. You can bet I will.";2024-02-27T23:19:36Z;1;;This guy can theorize whatever he wants about how the marketplace will be in a few years with the spillover of AI technology. But I know one thing for sure I'm not a freaky extremist of any kind, but if capitalism dumps me into a social trash can because suddenly I'll become useless, you can be sure that I'll join the ranks of WHATEVER extremist organization that aims to end the whole thing for good. You can bet I will.
UCW1sMHFNRMf494vuzaduwVg;@jounikorhonen9441;"The endgame will be an AI government. And sooner the better. AI will not &quot;destroy humanity&quot; because it can use us. There is no point building a million different robots when humans can perform the million things in this physical world. An AI, can take the resources, refine them and distribute them in the most efficient manner. Probably, everyone is taken care of, and from time to time AI asks everyone to do some chore, like carry bricks for a day, and with every other cordinated human, a bridge is built in a day.";2024-02-22T09:53:56Z;1;;The endgame will be an AI government. And sooner the better. AI will not destroy humanity because it can use us. There is no point building a million different robots when humans can perform the million things in this physical world. An AI, can take the resources, refine them and distribute them in the most efficient manner. Probably, everyone is taken care of, and from time to time AI asks everyone to do some chore, like carry bricks for a day, and with every other coordinated human, a bridge is built in a day.
UCND6xjpMZwVCSj1qGYU-qSw;@carbon0006;We will be dependent on guys like him. Rich tech bros will be our kings, thats what they are planning. If you dont believe me read Peter Thiels books (The guys who made Trump and Musk) He already started buying Islands where he will create his nation;2024-02-18T20:49:03Z;1;;We will be dependent on guys like him. Rich tech bros will be our kings, that is what they are planning. If you do not believe me read Peter Thiel's books The guys who made Trump and Musk He already started buying Islands where he will create his nation
UCwgreKzMjul5CMur3BO-63Q;@wizardlyrhino2824;"In a realm where dreams take flight,<br>Joe Rogan and Sam Altman, their love ignites.<br>A union of minds, a bond so strong,<br>In their embrace, where they belong.<br><br>They dream of a life, together as one,<br>Creating a family under the sun.<br>In their embrace, a love so true,<br>They plant the seeds, their dreams anew.<br><br>Their children laugh, their eyes so bright,<br>With Rogan&#39;s wit and Altman&#39;s insight.<br>A family blooms, a love so deep,<br>In their hearts, forever to keep.<br><br>Through the years, they age with grace,<br>Lines on their faces, time can&#39;t erase.<br>Hand in hand, they weather the storm,<br>Their love enduring, their hearts still warm.<br><br>In their twilight years, they reminisce,<br>Of the life they&#39;ve lived, the love they&#39;ve kissed.<br>With laughter and tears, they&#39;ve shared it all,<br>Joe Rogan and Sam Altman, standing tall.<br><br>Their legacy lives on, in stories told,<br>Of a family built on love, brave and bold.<br>In the tapestry of life, their threads entwine,<br>A beautiful family, a love divine.";2024-02-16T05:04:35Z;1;;In a realm where dreams take flight, Joe Rogan and Sam Altman, their love ignites. A union of minds, a bond. Strong, In their embrace, where they belong. They dream of a life, together as one, Creating a family under the sun. In their embrace, a love. True, They plant the seeds, their dreams anew. Their children laugh, their eyes. Bright, With Rogan .wit and Altman.insight. A family blooms, a love. Deep, In their hearts, forever to keep. Through the years, they age with grace, Lines on their faces, time can't erase. Hand in hand, they weather the storm, Their love enduring, their hearts still warm. In their twilight years, they reminisce, Of the life they've lived, the love they've kissed. With laughter and tears, they've shared it all, Joe Rogan and Sam Altman, standing tall. Their legacy lives on, in stories told, Of a family built on love, brave and bold. In the tapestry of life, their threads entwine, A beautiful family, a love divine.
UCArPYB5kK47hTnqE5Lt1b4w;@dkramer8872;"My Mom who&#39;s 84 said 30 years ago that computers will be the end of us .";2024-02-04T02:14:25Z;1;;My Mom who .84 said 30 years ago that computers will be the end of us.
UClBHcxa8RJhKaVUyGTiUHsQ;@noblenitro8500;"it doesn&#39;t make any sense why he thinks Ai will come for blue collar work before cognitive work.";2024-02-02T22:51:30Z;1;;It doesn't make any sense why he thinks Ai will come for blue collar work before cognitive work.
UCIQ9KpDh-SKVVubvENHZzPg;@prometheus6474;noticed the vocal fry?;2024-01-31T18:29:02Z;1;;Noticed the vocal fry?
UCi49znJQAGjnQ_hnGhlCZNg;@mushin0247;"it always amazes me how the smartest people about what and how to , are so dumb as to why ! and when they do , it is to late ... I have become the destroyer of worlds . smart monkeys shouldn&#39;t learn how to make fire !";2024-01-16T20:12:43Z;1;;It always amazes me how the smartest people about what and how to, are. Dumb as to why ! And when they do, it is too late ... I have become the destroyer of worlds. Smart monkeys shouldn't learn how to make fire !
UCFasKLUGkzXOAEkYa4mRuYg;@efugee;"We need to come up with a new economic model if labor becomes infinite and free. Capitalism and Communism doesn&#39;t account for free labor.";2024-01-15T17:25:17Z;1;;We need to come up with a new economic model if labor becomes infinite and free. Capitalism and Communism doesn't account for free labor.
UCHbMPGAAJm9_cf4yDIENW2Q;@barbarabain4303;gee thx sam,,, for ending the human race...;2024-01-15T04:40:45Z;1;;Gee thanks Sam,,, for ending the human race...
UCGcaaTwHDKenSxSuiTW0wFQ;@djangokill65;Our ape brains need to start thinking about a post-scarcity society.;2024-01-11T20:26:27Z;1;;Our ape brains need to start thinking about a post scarcity society.
UChuaU938y-VRCoXLzyvOjNw;@zclev473;Joe asked him to go down that tangent, then brought it back to the main point.;2024-03-10T20:15:03Z;1;UCqZAZb9cVgwO4i6MFMyPzjw;Joe asked him to go down that tangent, then brought it back to the main point.
UCJh6aknNpC24PHTM5SbHRtg;@miquelr2353;This moron is the king of wokeness;2024-01-08T12:40:32Z;1;;This moron is the king of wokeness
UCurskZj8bvke2CkCFb9ah_w;@russellwood678;"I think this dude&#39;s talking out of his ass some of the shity saying is sensible but psychologically I think he&#39;s lost in his head";2024-01-06T02:05:42Z;1;;I think this dude.talking out of his ass some of the shiny saying is sensible, but I think he .lost in his head
UCjfAdQiiLdjV0ZoEUDT2Iyg;@garrettpolich7001;Put humans on welfare so the robots can take over, great idea. This guy is a danger to the world.;2023-12-26T12:25:02Z;1;;Put humans on welfare. The robots can take over, great idea. This guy is a danger to the world.
UCcShH8j_itMlY9Yb5_aCXTw;@tommedcouk;What an incredible world it <b>could</b> be;2023-12-22T08:43:37Z;1;;What an incredible world it could be
UCEZUHx4mLmsE9lhooZs-taw;@videoettes;Tools are our greatest achievement and will be the curse that ultimately destroys us.;2023-11-30T15:54:39Z;1;;Tools are our greatest achievement and will be the curse that ultimately destroys us.
UC1bm1m6iZ5VMUbnqeRquRmg;@PysheAI369;i love the way he explains things, makes it easy to understand. Loving how AI is changing our society.;2023-11-28T22:59:54Z;1;;I love the way he explains things, makes it easy to understand. Loving how AI is changing our society.
UCLo0c2lVVzy1sx7mVlQlymQ;@denno445;"he talks like he either hasn&#39;t thought things through at all and is just going with the flow but with a shit ton of cognitive dissonance, or he has a hidden agenda.";2023-11-28T02:07:04Z;1;;He talks like he either hasn't thought things through at all and is just going with the flow but with a shit ton of cognitive dissonance, or he has a hidden agenda.
UCsUKL96_Sk1YgCrYa__7BQg;@jammin1055;Cat is out of the bag.;2023-11-28T01:38:54Z;1;;Cat is out of the bag.
UCVBXFNGVFH_50t4IMkK04iw;@adkid683;This guy is very uninspiring and like Zuckerberg sounds like a robot;2023-11-27T05:25:44Z;1;;This guy is very uninspiring and like Zuckerberg sounds like a robot
UCwMJp3FCaYnKu7-yBq0_HjA;@LeeFall;AI technology is like nuclear bomb technology, just because you can does not mean you should.;2023-11-25T19:51:02Z;1;;AI technology is like nuclear bomb technology, just because you can do not mean you should.
UCsSNHEcX1tN0vnVUXRaoxxA;@aledagaro8075;Bye bye to him;2023-11-17T22:53:53Z;1;;Bye bye to him
UCBW9gvd-OYax9Ee8e9_7W1Q;@lukepowers1233;This guy is scaring the shiz out of me;2023-11-16T08:30:06Z;1;;This guy is scaring the ship out of me
UCl4L1zZbKU2E81ONz99clyQ;@blainebunton;How about you talk about the government using its own citizens as propaganda funded by their own tax dollars. Reinstate the Smith Mundt Modernization Act. This is how the government is using the media as a weapon against the United States citizens. These fake advocates who act like they care are are on the same side with each other. Otherwise they would talk about the Smith Mundt Modernization act;2023-11-14T15:59:05Z;1;;How about you talk about the government using it its own citizens as propaganda funded by their own tax dollars. Reinstate the Smith Must Modernization Act. This is how the government is using the media as a weapon against the United States citizens. These fake advocates who act like they care are on the side with each other. Otherwise, they would talk about the Smith Must Modernization act
UCNzW25ce5iF55YTNTQToPBQ;@jasocaz;People need purpose. Most people get purpose from their job. This will be very messy for a long time.;2023-11-10T03:16:42Z;1;;People need purpose. Most people get purpose from their job. This will be very messy for a long time.
UCgrV2_Jer_IoqNa4fHjB_9g;@MarcoPolo-fy4qr;Would love to see a debate between this guy and ted Kaczynski;2023-11-10T00:33:00Z;1;;Would love to see a debate between this guy and Ted Kaczynski
UCQk4jKXJOdnehOiBGHPBQoA;@jpphoton;"sam bro here talking nonsense.  take the money and run. he pontificatating in platitudinous ad-hoc circumlocution.  I don&#39;t trust dude for a minute";2023-11-09T04:06:02Z;1;;Sam bro here talking nonsense. Take the money and run. He in platitudinous ad hoc circumlocution. I don't trust dude for a minute
UC73c5lE2G_20xb8MXfDrzuQ;@Jonathan-wm5ju;"In the abundance of artificial intelligence, I sincerely doubt that humans will be pushed into new creative modes. I think that social media and the current state of abundance of wealth &amp; time has taught us that people are perfectly happy with just consuming content, getting fat, and dying off without being of any contribution to society.";2023-11-07T05:56:02Z;1;;In the abundance of artificial intelligence, I sincerely doubt that humans will be pushed into new creative modes. I think that social media and the current state of abundance of wealth time has taught us that people are perfectly happy with just consuming content, getting fat, and dying off without being of any contribution to society.
UCmmKaBy4yrBii1yBoKGML7A;@ProfitablePlaymakersChannel;Anything playing the role of God willl FALL!;2023-11-06T10:37:00Z;1;;Anything playing the role of God will FALL!
UClsdufTl6DnFHI7gikDAp6g;@user-cx1jn2nc1z;"There is nothing like artificial intelligence, it&#39;s called programmed monsters machines. Remember, he who programmed it controls as desired";2023-11-06T06:04:15Z;1;;There is nothing like artificial intelligence, it.called programmed monsters machines. Remember, he who programmed it controls as desired
UCGb_UDTzHPSOQfFA8V5B2ug;@mulkytool;"Imagine if everyone was just free to not work, and could apply effort to what they want but didn&#39;t have to.";2023-11-05T03:48:31Z;1;;Imagine if everyone was just free to not work, and could apply effort to what they want but didn't have to.
UCe3U8Kr8lRTFXPGPOiUZK9g;@pgrove;"Yeah of course it all relies on UBI, because these people are just government shills in the end. UBI won&#39;t ever happen so this guy is basically saying they&#39;re about to screw up a lot of major industries and upset millions of people in the name of us being surveilled and controlled by AI.";2023-11-05T00:27:14Z;1;;Yeah, of course it all relies on FBI, because these people are just government shills in the end. FBI won't ever happen. This guy is basically saying they're about to screw up a lot of major industries and upset millions of people in the name of us being surveilled and controlled by AI.
UCtQvhLj5n6gRoUXEUSfxFoA;@cw9249;sam is full of shit. the tool we are inventing now, knows how to use and invent other tools. so wtf are humans going to do?;2023-11-01T13:56:37Z;1;;Sam is full of shit. The tool we are inventing now, knows how to use and invent other tools. . What the fuck are humans going to do?
UCbuORbl2mf33cznQE-4yyRA;@kevinfield2162;"At some point in the future there will be a meme re AI that says &#39;fuck around and find out&#39;. Of course this will be generated by AI itself as a laugh between it&#39;s multiple consciousnesses.";2023-11-01T08:35:18Z;1;;At some point in the future there will be a meme re AI that says fuck around and find out. Of course this will be generated by AI it itself as a laugh between it.multiple.
UCYSU2gaTpeqo8ddh7icPUxg;@corrion1;The only thing thats going to happen with AI is that the rich are going to get infinitely more richer;2023-10-31T09:28:27Z;1;;The only thing that is going to happen with AI is that the rich are going to get infinitely richer
UCZviUzgjyxJ-iYrXvtzDTLQ;@Skyl3t0n;Man you just hatin to hate. He said that, so you know that his intuition is most likey wrong but Joe was still interested in his perspective.<br>Setting up predictions and seeing how they differed from the actual things happening is super interesting as well.<br><br>For example his point, where his intuition was turned upside down and the creative work was gone first.;2024-03-06T10:13:11Z;1;UCkf1QzVu2_cuPdZpp1--nEg;Man you just Latin to hate. He said that, You know that his intuition is most like wrong, but Joe was still interested in his perspective. Setting up predictions and seeing how they differed from the actual things happening is fascinating as well. For example his point, where his intuition was turned upside down and the creative work was gone first.
UC3F5WT1GvyDwlo5G1jQJx4Q;@18Darkside;Keep in mind the rich will no longer need the working class;2023-10-26T16:20:45Z;1;;Keep in mind the rich will no longer need the working class
UCqk_A4GoNZEuJmRfZTf-kBw;@user-xj5tl5ke5n;i hate this guy;2023-10-25T17:20:33Z;1;;I hate this guy
UCNYrJ3f8_B6HQQobxCoHW1Q;@TheNolesfan94;This guy is a snake in the grass. He has a very arrogant type mannerism;2023-10-25T00:57:33Z;1;;This guy is a snake in the grass. He has a very arrogant type mannerism
UC1MPV7axMzzXJQj9qZGeqqA;@maushardt13;"These are the detached &quot;humanoids&quot; that want the masses out of their way so they can have MORE of the world to themselves";2023-10-25T00:45:00Z;1;;These are the detached humanoids that want the masses out of their way. They can have MORE of the world to themselves
UClhmFcvRIqfHcypiInNTzbA;@brendankelly5525;Lol. What could go wrong? So screwed.;2023-10-22T20:57:00Z;1;;Laughing out loud. What could go wrong? So screwed.
UChie_LdzblVRqJZrgepe4ZA;@riyazbaig181;He looked less humanoid than current humanoid robots;2023-10-22T05:34:04Z;1;;He looked less humanoid than current humanoid robots
UCj4FbzNvRhZgKYFjYb_8JDQ;@KungFuChess;Get Geoffrey Hinton on the podcast.;2023-10-19T14:15:18Z;1;;Get Geoffrey Hinton on the podcast.
UCFZSoxsuBQn4nHycGT63L-g;@easyDoes1T85;I trust this guy;2023-10-18T10:41:06Z;1;;I trust this guy
UCTrTVgVmsBfJlWkUfiky0jA;@danielrivero8807;Lets use AI to stop all the terrorists coming through southern border and help Biden not be so dumb;2023-10-18T00:02:07Z;1;;Let us use AI to stop all the terrorists coming through southern border and help Biden not be. Dumb
UCoPOwa0CMpkT54JHwNGXgRQ;@AppAnswers;Can AI fix this guys vocal fry?;2023-10-16T13:39:23Z;1;;Can AI fix this guys vocal fry?
UC-MMaETMwDfcTsyWSxygSvg;@RobT192;I have an idea to limit job losses to AI and sort of a checks and balances for AI. The more jobs a company replaces with AI raise their taxes twice the amount of jobs replaced, example if they replace 10% of thier workers for AI then raise thier taxes 20%. If we all lose are jobs then who will buy the products? They are only thinking sort term profits as usual;2024-04-30T19:53:12Z;0;;I have an idea to limit job losses to AI and sort of checks and balances for AI. The more jobs a company replaces with AI raise their taxes twice the amount of jobs replaced, example if they replace 10 of their workers for AI then raise their taxes 20. If we all lose are jobs then who will buy the products? They are only thinking sort term profit is as usual
UCIc46Dbgfjg16cJzyKbxVJg;@alshami7456;Humanity is basically going to automate itself out of a purpose. Imagine having nothing meaningful to work towards or accomplish in life. That is the future they want for humanity.;2024-04-24T15:26:06Z;0;;Humanity is basically going to automate it itself out of a purpose. Imagine having nothing meaningful to work towards or accomplish in life. That is the future they want for humanity.
UCsbbKVL-3G5UDZ0xfzj2sFA;@milenatos;"He is blatantly lying! Self driving tracks are still far away and it&#39;s not the blue collar jobs they are after this time, blue collars are still cheaper than making a technology to replace them. What they are after now are the white collars, and creative jobs that people actually LOVE doing! And the replacing has already started!<br>Liar liar liar!";2024-04-21T11:39:37Z;0;;He is blatantly lying! Self-driving tracks are still far away and it .not the blue collar jobs they are after this time, blue collars are still cheaper than making a technology to replace them. What they are after now are the white collars, and creative jobs that people actually LOVE doing! And the replacing has already started! Liar liar liar!
UCOI15sM5C36bk-6iEkkZ87Q;@manvendrapratapsingh1920;All ai is causing is more carbon emissions right now, good job helping the society.;2024-04-17T13:43:31Z;0;;All artificial intelligence is causing is more carbon emissions right now, good job helping the society.
UCZyg_c-gDbvW6qgGISEuQyw;@Scatube668;"what they are rambling on about is, imho, the industrial revolution caused massive unemployment of farm workers, but factories and factory jobs were invented for the unemployed. These guys  just don&#39;t have a clue what the new post AI &#39;factories&#39; will be for the newly unemployed. what businesses will all the AI related automation create?";2024-04-16T21:17:08Z;0;;What they are rambling on about is, in my humble opinion, the industrial revolution caused massive unemployment of farmworkers, but factories and factory jobs were invented for the unemployed. These guys just don't have a clue what the new post AI factories will be for the newly unemployed. What businesses will all the AI related automation create?
UC65zLyG6xCZHn0YT7oO2ETg;@GeeNee95;Sounds weird too;2024-04-15T23:09:27Z;0;;Sounds weird too
