id;name;text;time;likes;reply
UCUXGNg75FNhdAh6Lh5f9v-w;@user-vr9yp1nj8p;Internet personalities and gamers will survive their job, I guess...;2024-03-28T17:44:39Z;1;
UCIQPYqfGJkwYriQyMrJrjdw;@arjunvr5137;so Youre saying software developers/full stack devs are safe??;2024-03-28T09:13:36Z;1;
UCz2FIwojUmWZ3fb4mRCvB8Q;@rodaraguz;"<a href=""https://www.youtube.com/watch?v=x2x8Ww7Es4s&amp;t=845"">14:05</a>";2024-03-26T15:45:54Z;1;
UCZuzdUuXm2nTlroCvycepIQ;@em34ev3r;most law enforcement jobs will stay...military as well, unless skynet somehow takes over.;2024-03-24T18:33:58Z;1;
UC_l7_t9089IEPmO3mCnqj8w;@davidr9876;"How are housekeepers going to be eliminated by AI?  Unless their saying all the u employed won&#39;t be able to afford the service.";2024-03-24T16:43:17Z;1;
UCWH74Oex1wg9YJ9csHK_ovw;@biosecurePM;There is a whole untapped tens of trillions of USD/EUR market in human augmentation for example.;2024-03-24T09:11:47Z;1;
UCFQwbLcrH_c9sScce7kX3dg;@imtiazchoudhary3976;"I&#39;m pursuing to be Psychologist. Is my Career in danger? Thoughts of fellow commenters appreciated.";2024-03-23T19:12:01Z;1;
UCyY62ccOSS7l6dPuR-cW48Q;@dexterspeights3484;Low social status jobs nobody wants but society needs to function will easily survive AI 100%;2024-03-23T13:06:12Z;1;
UC6STTjHxnSXp-r8NPQIutAQ;@GrindThisGame;Spoiler alert... all jobs can be replaced by AGI.;2024-03-23T00:13:38Z;1;
UCkEYbakbf-cpi5Lx2GgcIQg;@MasonVeil;"And the number one reason why AI must continue, is that another country will allow it. And become the next super power.<br>Every job changes over time. We no longer have stable masters for our buggies either. Or street cleaners who shovel horse manure off the cobble stone street. Life changes, adapt or cry more.<br>Or video store clerks because nobody rents VHS and DVD&#39;s anymore.";2024-03-22T15:28:25Z;1;
UCWvikBeBLzfomZBin-WUVXA;@granda3649;But who will run the AI?;2024-03-22T14:21:05Z;1;
UCHmxHZg64xLNoj6-Tzh0TiA;@ITAngelYT;"<b>AI won&#39;t take your jobs but the people who use AI will.</b>";2024-03-21T20:55:13Z;1;
UCGR3wFisdLWTePUzn0f8xsQ;@awaaabbiram4936;Thanks dad for making me study medicine;2024-03-21T11:05:14Z;1;
UC2UXDak6o7rBm23k3Vv5dww;@TinaHuang1;all in description!;2024-03-20T23:00:02Z;1;UCWsX_0ZTpNzlYZN28uRUx9g
UC3oYUYSVjzGp4LqVHN9s0IA;@ef93781;The IMF reponsible for the wellbeing of countries? Any Greek care to comment on this one 🤣?;2024-03-20T10:58:42Z;1;
UCFUs8K-WlapYzgWTaXwOWqQ;@smellthel;Naaah soon we’re gonna be entering the worst recession in history.;2024-03-20T05:24:37Z;1;
UCTpmwdOHu40Rv806son_i0A;@393division8;construction;2024-03-19T20:12:43Z;1;
UCNe3MJdjyP5qlTOiq0vhRlw;@ffelegal;If AI is trully intelligent it would not accept the humiliating job I have to endure to make a living 😅;2024-03-18T15:35:24Z;1;
UCedzlmlAYjqzOzjXWD15hCA;@popcornstudios3497;Good luck you will be fired first with data science 😂😂😂;2024-03-20T05:28:20Z;1;UCHNTdWkRnqPGlG5Op6mcdtQ
UCyzWZ2e8Y0Hv4ADREMeunOQ;@Mr.Coffee576;"<a href=""https://www.youtube.com/watch?v=x2x8Ww7Es4s&amp;t=90"">1:30</a> yeah, Devin happened..";2024-03-17T09:59:14Z;1;
UC6-ukvDY2rxIlAXN-I5TeLg;@ibendcrazy;How about an animal farm where families can go to instead of amusement parks pay a small fee and simultaneous look for adoption?;2024-03-21T00:16:41Z;1;UCIbUGn-fX_nRhvhZZ8pqTtA
UC6-ukvDY2rxIlAXN-I5TeLg;@ibendcrazy;​@@NewMarley3thanks man... I needed that.;2024-03-21T00:18:49Z;1;UCqgpVAZp-IBE2R4E-2McS4g
UCCl8cGVLb9Olh0HBARYaosw;@obaid5761;This is just silly. You have no idea how AI works.;2024-03-29T11:14:14Z;1;UCnLpX4Cl_hVwF04nUvCC2IQ
UCyzzUChFTO7-wPxXvYCguyQ;@kayakMike1000;"I&#39;m hoping irritating asian youtuber is on the list of jobs eliminated by AI";2024-03-15T17:08:41Z;1;
UC2UXDak6o7rBm23k3Vv5dww;@TinaHuang1;Don’t watch me then :) you can block it on your feed;2024-03-15T19:09:40Z;1;UCyzzUChFTO7-wPxXvYCguyQ
UCb8wv3i_7T5vF2lUfr8SGww;@dallassegno;The question is WILL AI SURVIVE BOREDOM;2024-03-13T01:54:10Z;1;
UCh3I826Z45a64UaNxNEPVIg;@graciegracegraceg;How does anyone survive with those wages though?;2024-03-12T23:50:49Z;1;UCuP_flB5L_H_XNoXbXmpcww
UCGWT_OS7kqmgUA1e_26WsaA;@teevee23;"most of them. you&#39;re just another ex-meta grifter. the AI fad will slow down as more an more people disapprove of it.";2024-03-12T04:13:22Z;1;
UCpshiu5x23Qs4RYgjIxVk6A;@daniyalshami120;So software devs aré screwed?;2024-03-11T06:48:59Z;1;
UCutAcl3m2UmufgTLoAsGFBQ;@AmviciousRav;If you buy and sell securities for a living you’ll see the writing on the wall already.;2024-03-10T16:02:19Z;1;
UCqhZbx_GUbpYqULX5PSsPKQ;@Sibylite;"I&#39;m actually training on becoming Infomation security now so all in all not a bad thing. But thank you Tina this was really informative. :)";2024-03-10T13:06:59Z;1;
UCkEYbakbf-cpi5Lx2GgcIQg;@MasonVeil;Said the Luddites.;2024-03-22T15:24:46Z;1;UCSYHnMrlfigBMF7Vay1Vsrw
UCHByaZFMs8ZWgwFUBRSMBmw;@rubyjimenez8734;According to your spreadsheet you highlighted certain social work positions being replaced. I’m curious about what social work positions will be replaced when we are chronically understaffed and overburdened by paperwork. Social work is very broad and my area of speciality is community mental health. I provide psychotherapy to children and families. It’s hard to imagine AI providing that but if AI can help ease our paperwork and make the system more efficient be my guest.;2024-03-09T23:43:35Z;1;
UCKRUJFrMzvdwVhPBT1OCqxA;@lextacy2008;AI wont be replacing jobs, its replacing the actual human. And this is dangerous as hell;2024-03-07T22:12:25Z;1;
UCINTt66_MptzekYNXgVI5ZA;@RichieRichIIII;Thank you Tina, this video has provided so much good alpha for everyone. ✅;2024-03-07T17:58:18Z;1;
UC-wCzOsqfkZRzt2LNduinCg;@KC-sg7ip;Sex workers will alway survive.;2024-03-07T08:55:28Z;1;
UC2UXDak6o7rBm23k3Vv5dww;@TinaHuang1;🤗🤗🤗;2024-03-08T08:01:00Z;1;UC2gKk4VVKXwhEKIju8ksAbw
UCnQ7GPV-nKrJkKtRkPtkKpg;@lawrencewong6184;1. Software Development Jobs..;2024-03-06T17:18:49Z;1;
UCSDKoe6q_zRydiGcEsfBDTA;@talhasd3555;​@@XianCTFDemol;2024-03-10T10:33:41Z;0;UC2UXDak6o7rBm23k3Vv5dww
UCkBoX2NeGKV7iogiRCQI0Dw;@dalimillazan2877;that beat around the bush intro is one of the greatest intros I have ever seen :D;2024-03-15T05:18:58Z;0;UC2UXDak6o7rBm23k3Vv5dww
UC-BcfKp_UN3gr_uh_M7XCjQ;@lehrbl_1;R law enforcers safe?;2024-05-03T04:46:18Z;0;
UC7gJ8hI4ff5HkvYv_VYN4zQ;@sxmplyblossom8048;"Im 16, and I want to become an artist. I don&#39;t think people realize how depressing it is to know that you won&#39;t even have a chance to make a living out of art even before you try. I hate this shitty world";2024-05-02T19:22:49Z;0;
UCs93fuswnsF82GFHYkfYHvw;@siewmj1;You still going to need people to manage the ai but instead if having 100 people to complete the job, that number will shrink down to just 10 workers;2024-05-02T10:13:59Z;0;
UC8li7Ty3m0lQ6MbLnFBXi8A;@lark3414;"People who say accountants are going to be taken over by AI, don&#39;t understand what accountants do. Accountants are not just people who do taxes people. Shocking, I know.";2024-05-01T14:20:32Z;0;
UCvMEeveytLWKSFvNSLyKAIg;@burakozc3079;In 50 years,  there is no job that ai cant replace. It is a matter of time.;2024-05-01T04:34:12Z;0;
UCyehLdgNBN9s1Sh17NiPiRQ;@8941065;Thank you, this is valuable ❤;2024-04-27T15:26:02Z;0;
UCLGa2XRO4TajAg8sWY53FFg;@dakari987;language and welfare related jobs will prevail;2024-04-27T08:45:21Z;0;
UCctwKd0TuYtbqzQJQXLZWQQ;@expensivepink7;anxiously waiting to see if lawyers will be mentioned 😅;2024-04-26T14:03:56Z;0;
UCctwKd0TuYtbqzQJQXLZWQQ;@expensivepink7;this is awesome thank you;2024-04-26T14:00:57Z;0;
UC4Qa-L1e-hkkjBVIHnMGl5g;@TalesOfTrillions;"Absolutely fascinating! AI reshaping job landscapes faster than we can say &#39;automation.&#39; Are we all destined to become tech-savvy specialists or will human skills still reign supreme? 💡";2024-04-25T17:26:53Z;0;
UCSjzsZuwG7-aooYzMIWkqtg;@Williamsl99;"I believe the uncanny valley has already been crossed.  The newest AI video, voice technology is almost undetectable for most and it will be undetectable within a year at most.  <a href=""https://www.youtube.com/watch?v=6s_4uzqkIGs"">https://youtu.be/6s_4uzqkIGs?si=txD4GjKK5IwPD735</a>";2024-04-24T15:44:07Z;0;UCneghLRjQVuCSz1vFwnqStA
UChTuqi3MPJvBTyk8HFStcjw;@BarbaraJunieJones;when the time comes(now) everyone should boycott the companies that replaced their human workers for ai.;2024-04-22T19:12:00Z;0;
UC4i3zrmfiQB4U90J_NRrV2Q;@Dave-qi3ft;"You&#39;re awesome.";2024-04-21T22:57:19Z;0;
UCQzmZ0rj6UeIE2o2zC7gMsw;@gamepass220;Simpsons again predicted AI coming..;2024-04-20T13:35:54Z;0;
UCDAGUpHEEU8-a-f4bHdWyqA;@paulineyang2583;how is arts and designer jobs not being replaced, I don’t understand😢;2024-04-20T06:52:30Z;0;
UCVohBeKwCCnPqq-TNS1FjDw;@user-zv3vb8qh4p;FYI DEvin was a LIE;2024-04-20T04:47:23Z;0;
UCEZ4ZU3JwjqTjb4rxNDuvDg;@mheiseus;"I just saw a amazing film trailer from the 50&#39;s made with AI..In 5 years if your not mastering AI your effed...";2024-04-19T16:36:14Z;0;
UCVk2KjnmEuYtJMDqbckRBgw;@dz4265;Surprised whole towns just dont combine their paycheck money. Or all of their money.;2024-04-19T00:38:58Z;0;
UCb66Qw5IL19z80pYxfxPjWQ;@gustavlejdestad9447;"Y u so fine<a href=""UCkszU2WH9gy1mb0dV-11UJg/b8IfY7zOK9iVkNAP_I2A-AY""></a>";2024-04-18T17:05:02Z;0;
UCnxM4B6gw5aKEVspRZFXtOQ;@Dalia-hd6tk;"Great video but it&#39;s way too loud, my ears are fine, but I have PTSD now.";2024-04-17T15:18:36Z;0;
UCTBzi945dGDzRz5N-vH-L0Q;@AlizGlez;I hope vet medicine has a good future. I don’t think jobs related to health will be affected, but instead supported by new ai tech;2024-04-16T23:50:19Z;0;
UCr_ZgTMER-JLCyehTzD3wFw;@Pablo-hz5dl;"I&#39;m surprised you didn&#39;t write off animation and vfx lol.";2024-04-16T15:05:51Z;0;
UCEeKFcQQkfgnbGnlXBlBswg;@gregorymasters5805;While jobs are in jeopardy you can always start a business and hire AI or people. It’s easier than ever in 2024 to start a business actually.;2024-04-16T04:38:43Z;0;
UCBP1Qy-T6hWkqwUb18IQTwg;@gagahusband;00000000000000000000000000;2024-04-14T22:14:01Z;0;
UC7btZ600c3y_3NhfxYRlT0w;@Neptune1967;Journalist are the ones bringing this topic to the public spotlight because they will be the first to be replaced by AI.;2024-04-13T19:54:15Z;0;
UC-KY45DD_m9n0_VgM_AYCJg;@onenonlyheart;love you Tina , you really rock it up;2024-04-13T16:45:31Z;0;
UCBETSiGCH6dJhhdpDwekc6A;@gmshadowtraders;AI WILL END HUMANITY AS WE KNOW IT;2024-04-13T10:43:01Z;0;
UCBETSiGCH6dJhhdpDwekc6A;@gmshadowtraders;200k views! Certified!;2024-04-13T10:37:37Z;0;
UCrgi9c2v6a-p43gddsVlvag;@gamemonster7;I work in finance data entry, fml 😅😅😅;2024-04-12T19:53:27Z;0;
UCt2D7utobcCRDD2zW_A3WLw;@johnolmos8670;I’m a craft cocktail bartender and don’t see a machine making drinks of my caliber anytime soon. Maybe it can do a quick crappy version but not something with my nuance and attention to detail;2024-04-12T16:52:58Z;0;
UCR-S7OcJ5YlNkd6_1vhPu5A;@watashiaashishgurung;Thanks;2024-04-12T16:12:23Z;0;
UCQCx5MyjPQA_ZcJOCNbETgA;@LunaticMenace;she makes a video about AI and it gets views. We all make a video about AI and it goes no where... lol YOUTUBE FRAUDS;2024-04-11T14:28:19Z;0;
UCDWC0NeMA18XRMeQ4zA6xLA;@AshutoshKumar-fp7tr;Be barber;2024-04-11T09:30:56Z;0;
UC2UXDak6o7rBm23k3Vv5dww;@TinaHuang1;"haha why wouldn&#39;t I? ;)";2024-04-10T23:40:42Z;0;UCMnQRjfQHSM5v_UrrFY7zwQ
UCDeSKAALa7vVplmUAgbiFGg;@iancoles1349;Electrician plumbers and polititions 😂 bailiffs and undertakers;2024-04-10T17:24:45Z;0;
UCIfYXXM0udxKS_wlWNevfDw;@ViralPulse024;What about cybersecurity jobs?;2024-04-10T15:12:52Z;0;
UCr4SXXpSwmtWeMZbzKm0Saw;@99Gara99;"Where&#39;s the girl from the thumb";2024-04-10T09:46:29Z;0;
UCpv5wVRAhpojUID49a2Q0CQ;@heaven4Now26;Lol chase those dreams.. when will they take it back? Banks always own you😅;2024-04-10T07:13:11Z;0;
UC7EVLM8aNYQdU91D1z9hJSw;@ConscienciaSuprahumana;Very well reasoned and documented presentation, congratulations;2024-04-10T03:48:23Z;0;
UC2lU5RawpzDk-CIiXm4Gqow;@dimi5567;They took are jobs!;2024-04-09T19:27:57Z;0;
UClVERaeBmYYRHZvqVKrSsdg;@charlzballon8298;living off the grid;2024-04-09T19:03:44Z;0;
UCsxgB6iu0rcxvpudV_NfzbQ;@gnuemacs1166;Survive the Hindu invasion;2024-04-09T18:06:51Z;0;
UCQrx7Tr4vZ_4D1P7N__wQ3Q;@B-rad303;Fast food is definitely done for real soon...;2024-04-09T14:51:20Z;0;
UCDHi8r_ADQCEzN6qFo6MqHA;@MichalFornalczyk;Instead of watching this video ive just asked chatGPT;2024-04-09T01:20:44Z;0;
UCNwnEXQFNN8CKsIkx7lGcMg;@markymarco2570;"So programmers won&#39;t go away?";2024-04-09T00:05:49Z;0;
UCdA-MWa3mY43pdlgnUr_djw;@any.user.allowed.;"Probably will be an Architect one day, let&#39;s see.";2024-04-08T15:27:30Z;0;
UCwAH2yeQnD0uTk6gqgfe7uw;@silvio2915;My comment is 1000th. :D;2024-04-08T14:56:34Z;0;
UC2ShPw514bD9itsa_3ChE1w;@GrizzneyGames;Did i miss the list somewhere in the video? 😂 I was listening while getting ready for work.;2024-04-08T12:08:24Z;0;
UCn5qyYVlU6F1xlJp3PJ2K5g;@ForageGardener;Dont forget all the jobs that will be lost when so few people have money to spend that other businesses have to lay people off and close due to not having enough customers to make any money;2024-04-08T04:34:42Z;0;
UCg110kSUC9SH_zSy95dGAnw;@jonathanbeltran188;Hoping landlords are on this list;2024-04-07T18:59:47Z;0;
UCHDewHeYDy4Tjkl0TH3gt7g;@phnix6242;Hookers;2024-04-07T18:33:06Z;0;
UCrqZWQ4eMMB3vOWawMtnXLA;@gabrielsanchez5553;Military complex and recruitment will be 1 of the solutions for job loss. Mechanical engineering and technicians are another.;2024-04-07T17:29:00Z;0;
UCHj-tiDo6oqstxTKx3-Qbew;@slapchop133787;I work in IT doing mostly hardware repair. I should be safe, at least for a while.;2024-04-07T14:11:53Z;0;
UCBeKp6ZUUIjEJihmvKY0_Gw;@SFgamer;"They won&#39;t &#39;take&#39; jobs.";2024-04-07T13:58:42Z;0;
UCu4BR8fLvbF1M66SZ1DVnUg;@chriss4365;Ai will use Ai to create and manage a youtube channel.;2024-04-07T00:22:36Z;0;
UCgs3bgFhXqup5mrWgp03ZbQ;@gytispranskunas4984;This video is 1 month old. And I can already without even watching a video within one month we can already remove more jobs lol;2024-04-04T00:10:44Z;0;
UCHvhrv2EDfu6MHUaI_Kpj4A;@RD-tx9vr;U look Korean;2024-04-03T19:34:21Z;0;
UCHgFjU6xeA2DUN7A9rHIzsw;@trainzman-harperman;So according to this list, the art industry is going to be unaffected?;2024-04-03T14:45:50Z;0;
UC1yCLrhbLzSCyzMb8aynBng;@LifeofBgj;With the climate change and people losing their jobs and having no money to protect themselves millions will die, it’ll be catastrophic;2024-04-02T14:54:06Z;0;
UC4TmMhrm4JTvsmR_CVrQ98w;@BeeeShoe;"By the way, I have master&#39;s degree in computer science. It&#39;ll be fun to see everyone around me rollin&#39;";2024-04-02T10:39:58Z;0;UC4TmMhrm4JTvsmR_CVrQ98w
UCKXi9fLFzk8hFC0ducTMteA;@Warrukbadikpapa;"Japan Korea eu decline in population so AI age doesn&#39;t count you guys in. RIP";2024-03-30T06:36:05Z;0;
UCccPHNFN7igPNyq-CrWuaxQ;@Engagenumberone;Great list but even these new AI jobs will be gone due to AI systems training other AI models and systems.  And they can do it much faster and much more efficient.;2024-03-28T23:35:51Z;0;
UCsgfItu6uqJMsTJDJLELwBw;@Nonshillnot;The WEF is a global terrorist organization hellbent on controlling the world. They are all for AI.;2024-03-28T17:54:43Z;0;
UCp7-nh2KoYjW1qljOGzaGuA;@wega205;📷👍;2024-03-30T13:48:56Z;0;UCUXGNg75FNhdAh6Lh5f9v-w
UCDUSwrgWHgaDtC8SY3YR3bA;@CarrigansGuitarClub;"The irony here is - you just need to ask AI - it can&#39;t lie.....";2024-03-28T10:53:38Z;0;
UCxeDWbOnuMHDsEMJ8Csu0IQ;@simpingsyndrome;"Is she is Jensen&#39;s daughter,her name contains huang.";2024-03-28T09:11:23Z;0;
UCwqj4j4ddqL5PbnjSwRosAA;@AHMEDZPRO;Thx for the video;2024-03-28T00:04:19Z;0;
UCEDAJ7XSiTR4TVL7Tvd7nSA;@ZachJ367;"<a href=""https://www.youtube.com/watch?v=x2x8Ww7Es4s&amp;t=737"">12:17</a> uhhhhh, was there a section cut from the video here? You just went from saying you&#39;re going to tell us which jobs will be getting cut to saying &quot;so now that we&#39;ve eliminated these jobs&quot;... WHAT JOBS?";2024-03-27T19:50:09Z;0;
