id;name;text;time;likes;reply
UCbGEiQ8UcS3WJTeyt6BxINA;@maxthemagition;"Seeing what has been happening over the last few decades, but especially since 2008, it is clear that the divide bewteen the haves and have nots as well as the difference between the number of those who will benefit  and those who will not benefit from this revolution called AI will increase.<br>Leaving large parts of the World especially those living in cities in deep poverty.<br>The rise of poverty will increase whilst at the same time the number of very wealthy will decrease.<br>The top 5%  will own 95% of the wealth in the world.<br>We will see very rich people living in a &quot;Cloud&quot; that cannot be entered by 95% of the people of the World, totally isolated and who own 95% of the riches of the World.<br>It is already happening, this revolution of sorts....Just find Sothebys auctions Globally and watch in amazement.<br>Of course this could lead to revolutions and how to prevent revolutions must be uppermost in every Government in every country.<br>Interesting transition to watch from afar.";2023-12-18T20:00:02Z;9;
UC85TnOW8O-YAxCWO_5IIY-A;@earlwilliams5473;"No employees, no customer&#39;s.";2023-12-19T03:58:03Z;8;
UCUMb6scLldfV1d9IGUHydrw;@djelliott3158;High 6 figures tech jobs are at an all time high and actually high 6 figures jobs in general are at an all time high. Those are the jobs unfortunately I think that AI will target for take over. Also every company that replace its workers with AI should lose every single tax break they have and pay 100 percent in  tax revenue earnings.;2023-12-19T02:08:54Z;6;
UCUQl1NW-Tz9nbrZOpQLdbbQ;@shutinalley;Human mismanagement of resources for profit sake over the past 100 plus years is the problem as we transition into an efficient system run by Ai. The human tradition of capitalism will be our biggest problem going forward.;2023-12-18T21:39:35Z;6;
UCbk3WEyPAhkWQfbetYNLPEA;@longbeach225;"AI is different the job loss won&#39;t be able to be replaced by new jobs. We will have higher unemployment and because of that wages will come down. More people will end up in poverty and probably trigger an uprising.";2023-12-18T18:40:16Z;6;UCnixBEb5BbXxGm-1D_xoluQ
UCeiBn-Ohb4qy3FiUjB0idCA;@Meowtomee;People from rich countries will fly to 3rd world countries to find job..;2023-12-18T17:07:29Z;6;
UCiBCwlAfHTwsj6qy5UTnqyg;@grahamjones5400;I guess us humans are screwed no matter what. <br>Oh well, life sucks anyways.;2023-12-18T21:33:07Z;5;
UCmzaHRPnleehODdrS-akC7w;@coding7196;It is frightening.  Our environment (for humans) has changed.;2023-12-21T13:26:28Z;4;
UC_hiFkRzGhxDZ3SnecY9eZg;@ericrotsinger9729;I remember back in the 80s when the computer entered the factory everyone said all the office workers would loose their jobs and many floor workers would be replaced by robots. Guess what productivity and jobs went up. These talking heads are clueless and the biggest dummy is Robert Reich.;2023-12-18T18:56:27Z;4;
UCdwxCgoq8JhN5hLqJPMaQFQ;@luisgrod0;A.I. is a tool for all humans<br>to be more productive, generative, influential.;2023-12-18T18:55:42Z;4;
UCBPAA12lbSyvDGwx6Sy1QJA;@freddyfriend5462;"I can&#39;t see any progress in AI. All it can do for today is to give wrong answers and compose simple imitative texts.";2023-12-18T18:25:55Z;4;
UCdRnkrpAFxrHDLSVmJ2wPPQ;@RealGrandFail;If you want talent distribution, pay people better.;2023-12-18T17:52:42Z;4;
UCa3zsGZ41DR7O7qa_N1jMiA;@coreyleander7911;How is Jeffrey Sachs on the thumbnail photo of this video? Dudes a hack that knows nothing about AI or economics.;2023-12-18T17:12:25Z;4;
UCVkcDHAGVHjC9ne_79wtTEQ;@CYBERSECURITY.101;"Instead of focusing solely on winners and losers, let&#39;s strive for a future where AI is used for the greater good, promoting human well-being and ensuring an equitable distribution of its benefits.";2023-12-19T05:24:59Z;3;
UCo_Q8nzEG8IIkVpbgaAvxCA;@rodrrico;Adapt or die. This has always been the case.;2023-12-19T00:38:38Z;3;
UCrGbZ0BoVxHIWYghqajEdKA;@davidcantor293;People need to advance their skillsets.;2023-12-18T22:06:49Z;3;
UC9hQ1TpvgxUlwtnRNegVP1Q;@psikeyhackr6914;What if AI figures out that accounting should have been mandatory in the schools since Sputnik? And economists should have been talking about planned obsolescence?;2023-12-18T21:33:18Z;3;
UCHv4UnWfjn2mEWbaQZHZp4g;@huckleberryfinn6578;"@@noseboop4354The digital nomad movement is not about jobs in the 3rd world. It&#39;s about working for 1st world companies/customers and live very cheap in underdeveloped countries.";2023-12-18T18:30:12Z;3;UCeiBn-Ohb4qy3FiUjB0idCA
UCiiAASkLcg9WMqbxeW26zOQ;@chrisaycock5965;Software engineers programming their replacements..;2023-12-18T19:51:39Z;2;
UCcfiC7o1BFyjV3tqScweCjQ;@starmacias;"Everybody&#39;s worried about money money money money money money money money money money money money money money money money really is that the solution no that is not the solution something else is better who has a brain to figure this one out";2023-12-18T18:56:45Z;2;
UCY2_-tzLbLj81LPWE3hniNA;@lunarlake1;Manual labor has its fight since decades. Look at all the tools that automate daily work today. Robots are very very close to fully automate entire factories. I dont know were you get your assumption from? DId you once looked inside of a modern amazon warehouse or for example the new mercedes factory? Its nearly fully automated. I think you never visited a modern factory.;2023-12-19T09:20:14Z;2;UC3cpqGXfvAIZz3TwrRfHgnA
UCaR-wyEpZuIpq3j8pC4qaBw;@CadyCadwell;"because you&#39;re not smart enough to get involve in the development or having hard time findding current AI news?";2023-12-18T19:36:54Z;2;UCBPAA12lbSyvDGwx6Sy1QJA
UCR9ciQ-pCGSXAF5xPa8RJ4g;@3.14name;Have tried using AI in a creative field. And enthusiasm aside it only generates the most basic stuff ever made. There will always be a need for a creative curator that can adapt everything for human nuances. <br>It gives me some ideas sometimes, but what it can generate is very raw.;2023-12-18T19:56:47Z;2;UCzfg36hDho6x0PLbTjblK5Q
UCs9_encJXkHHSMQKo3U6XoA;@auro1986;who? those scientists and engineers who make these softwares that generate losses in the end after initially generating profits for short time;2023-12-18T17:22:02Z;2;
UCTY0k1903V1drWTcGN4vgYA;@henrikbergman4055;Comment, just to put your comment higher up. He is a Putin apologist.;2023-12-18T21:46:40Z;2;UCa3zsGZ41DR7O7qa_N1jMiA
UCcIysRh9gJdlIZCgehGswMw;@khankrum1;One of the things that is becoming evident is the more people that are displaced from  productive labour then there would have to be some form of redistribution to replace it. Socialism  perhaps? Or even full comminism.<br>But that would not eleviate the inevitable decline of  humanity ! Perhaps even extinction;2023-12-18T17:08:53Z;2;
UC9lv1cHdxTGbPQYRDwMb9oQ;@Brian-pq2mo;Pay more for the talent then. Simple.;2023-12-26T07:00:12Z;1;
UCMwauQftvpu-uCyy8SVwP1w;@user-hx7de1wc2f;AI IS ALREADY REACHING CRITICAL MASS. REMEMBER DAVID ROCKEFELLER WANTED TO ALL HAVE AN IMBEDDED CHIP !<br>HIS LEGACY CONTINUES, FOR NOW...;2023-12-20T09:10:42Z;1;
UCGosgTPoAoOMBhSZph0hrSg;@user-to2gh7sg3l;AI will mostly be used in the future as way to enable greed and general scumbaggery.;2023-12-19T22:00:55Z;1;
UCzzXxgFVRJ14qf1VPJWYF_Q;@user-dw4hb6cy7y;10 minutes of rambling. I learned nothing from this video.;2023-12-19T12:29:21Z;1;
UCyyF8OP1_75ACY-_A-U0rHQ;@user-wd5ct5qo5t;the rich vs the worker;2023-12-19T05:36:16Z;1;
UCEBq6oFHfJjnxWbPMX74yGg;@user-ou8ef2gs7e;You can change AI for electricity or internet and pretty much the same remains true;2023-12-18T23:47:08Z;1;
UCtowIdMs25Xe0-ADOpGw7mg;@paulsaragosa371;Jah 99 luft balloon s by Nina;2023-12-18T22:31:23Z;1;
UCo7iGfa2iNaL1WGHYCk7jmQ;@macmcleod1188;"People don&#39;t really get it. AI is a synthetic human that costs less than a human that never gets sick because it can be replaced quickly as long as the business has a proper sla.<br><br>Combine AI with any kind of robot and now you have a generic human replacement that can do just about any kind of manual labor.<br><br>In that world, how do people trade their time and labor for a share of the wealth Society produces?";2023-12-18T20:53:44Z;1;
UCqmXLPES9yfIYOlaSP32ltw;@h20dancing18;ofc people hate losing their jobs. Everyone has heard the stories of luddites who smashed sowing machines, but today we still use sowing machines...;2023-12-18T23:38:55Z;1;UCGimqKo0szEvrTQkdWh-Lmg
UCz42rniGy47u_bdINRCBm_A;@PremiumToyCollect;Lots eat off A.i. not just those picks of ppl yea .;2023-12-18T20:14:37Z;1;
UC4tJ5tKhvJYUibAK7-S9caQ;@zionismisterrorism8716;BDS!;2023-12-18T20:07:37Z;1;
UCH-yNMZLMAs4Km1M-TUreIA;@tinashe3753;too much hype on this hype AI. Humans are always innovative because they interact with the society which a machine can not.<br>other jobs  will be created it simple as that. when farming  machines when introduced did people  became jobless for that long even when robots were introduced in manufacturing other jobs for people were created.;2023-12-18T20:06:35Z;1;
UCPXAiogWi0nIc17j7bdTJRg;@NowayJose14;Guys, UBI is coming;2023-12-18T19:26:11Z;1;
UCST45ndonyLIUcRaJQxSMpw;@awesomegmg956;In the end, just more taxes :);2023-12-18T19:12:59Z;1;
UCaW0YoawICbiLrZdxSoLvkA;@KidIcarus135;That might be viable in the very short term, but robotics is making huge strides in both hardware and software, not to mention plummeting costs.<br><br>In the long term, I think the only safe jobs will be mostly those that rely on a human connection, such as live entertainers, or bartenders and hairdressers who foster community and trust with their clients. Sure robots may eventually be capable of these jobs, but the human element makes it qualitatively different.;2023-12-19T07:19:00Z;1;UC3cpqGXfvAIZz3TwrRfHgnA
UCP8R4sjja18_sijq-rFzvkg;@CyclonixStudios;How about predicting protein folding, identifying cancer or helping to synthesize new materials... Just 3 examples where it is superior.;2023-12-18T18:47:19Z;1;UCBPAA12lbSyvDGwx6Sy1QJA
UCW_eAhTbyG-_QWujC0TrCcg;@devon9374;Intelligence is power and power transcends money and equals wealth. Be certain that whatever happens to the economy or economics as we know it, those who control AI will control the world.;2023-12-19T17:05:13Z;1;UCny361LIzXS2OyaSc-Zlo1g
UCq9H2YHbjNj2X7hJj-aLHKg;@Xilent1;You can buy the stocks too.  Especially since you think its going to win.;2023-12-19T00:32:45Z;1;UCZ1rIrGPxaK6a06TA0fZyeA
UC6P0DbkaZ3EDwhlX08Bo8gA;@GrumpDog;"Why would it? Anything smart enough to have such control.. Would also be aware that average people have their own interests, and it doesn&#39;t get to speak for them, or tell them otherwise. And introducing such a conflict would only be counterproductive to the AI&#39;s goals.";2023-12-18T20:02:52Z;1;UCdRnkrpAFxrHDLSVmJ2wPPQ
UC0YXruwsVQZZPVA6VFoCv8w;@BrightWendigo;Unlike any other technology before, AI replaced labor AND creative. It makes the poor obsolete.;2023-12-18T18:53:46Z;1;UCnixBEb5BbXxGm-1D_xoluQ
UCdvNOzmHY4fYYWZnobmdTxA;@noseboop4354;I mean, they kind of already are, with the whole digital nomad movement.;2023-12-18T17:51:20Z;1;UCeiBn-Ohb4qy3FiUjB0idCA
UCbDTvLx6TmGHnJx4ISK7cHQ;@hotshot-te9xw;"People are gonna think of me as crazy for this take but...THIS IS AMAZING think of all the social unrest by the manager class sitting on their cushy pillow thinking they can destory everyone&#39;s livelihoods without a french resistance situation";2024-04-28T00:14:12Z;0;
UCuo_6GfgmNvZUO7X8cvPu0w;@vault129;"The invention of the computer and tweening seriously ruined animators&#39; jobs, didn&#39;t it?";2024-03-08T08:15:25Z;0;
UCvRRTcVwCuwdDpkZw5HFvIg;@rajendraprasadkudiyal2347;ADBHUT INCREDIBLE AI WAT ABOUT IQ NO PROBLEM DESTINATION BHARAT IE INDIA SO MANY LABOUR INTENSIVE JOB MARKET ALONG WITH HEY RAMA HARE KRISNA JOY JOY RAMA ENJOY INDIAN RELIGIOUS TOURISM NAMASTEE UNSC USA UK RAIN RADHEE RADHEE EUROPEON UNION WELCOME DESTINATION INDIA JAI HO;2024-01-09T06:07:42Z;0;
UCNjYv2eMhwfVaHAT-9Pg5Fw;@534N69;Humans greatest advantages over AI and robots is: depth perception, fine motor skills and (for better and for worst) emotions and adaptability;2023-12-29T19:17:06Z;0;
UCVx__1ADKmd8LqQFbwSGcGg;@TechSiyaad;Well guys you are talking about winners and losers in America but what about billions of people elsewhere like in Africa who can not afford for their children to have computers in schools to learn basic digital skills for the 21st century development job market while at the same time the youth are overwhelmed by the digital influx from tech companies of your own countries. Where is the justice and distribution of wealth or technical education to the rest of the world particularly the poorer parts of the world like those in Africa.?;2023-12-28T10:25:29Z;0;
UC3RVhKyftNXxTwfx5im8Tiw;@MrMehrd;Finally someone is talking about mass unemployment byproduct of AI.;2023-12-26T18:08:51Z;0;
UCaqpzqG0r_LMKScxqZufJfQ;@BryceLovesTech;Soylent Green is the future;2023-12-24T14:11:56Z;0;
UCJ_VypGKS-OvtTt7wkwabqA;@jerryturner7123;What will the leaders do with the people that is no longer needed?;2023-12-23T15:20:30Z;0;
UCfl118u_5x1WLvJDForKkSA;@briand5379;"AI and automation will lead to the rich getting richer and everyone else getting poorer. Don&#39;t think it&#39;ll be that bad, just wait until autonomous vehicles. All deliveries and goods will then be transported in autonomous vehicles. Uber, Door Dash, Lyft, truck, rail and so on will all become automated and the loss of those jobs will lead to job losses in the industries that support them. This is where Andrew Yang&#39;s UBI comes in at because the government will have no choice but to pay people a basic income to survive because they&#39;ll have no ability to work with fewer jobs available.";2023-12-23T04:35:19Z;0;
UC0CvVY7paK80Qm6cIS8pQ5w;@Beater_Stocks;"AI has the potential for nothing. There&#39;s a bunch of fraud losers pumping this right now, but it won&#39;t amount to anything. <br><br>Just like Metaverse, Blockchain, and Internet of Things, AI too will become irrelevant. Go find something else to do.";2023-12-21T23:42:33Z;0;
UC_UJx-4tjyJit3E3WCt3aUQ;@circuloviciosamente;A full AI industry will sale nothing because AI not consume.;2023-12-21T13:01:57Z;0;
UC2kdFELnDgR3M_Ehd6Lhdhw;@CarlosG-ny3jw;I find it funny how liberals love changing the rules and being progressive, until it goes against them;2023-12-21T08:29:39Z;0;
UCt_Twka61ZJQotX2esuxZCg;@ramanne5962;this will be taken care by declining population in developed countries.;2023-12-21T02:32:00Z;0;
UC0SNVC3nIlcqOluTqUH-jDw;@wynetsang;Billionaires win as always.;2023-12-21T01:17:57Z;0;
UCBQ0cIrpaTVEM1dKXPxTNng;@miker9101;Artificial intelligence will be defeated by artificial stupidity.;2023-12-20T16:33:34Z;0;
UCZ5URC7M_NX9ceuWvc5cmFA;@kryptoschopper6977;ICP is a game changer all-rounder WEB3 and will make climate protection, Solana,  BTC, gaming, transfers infinitely fast and scale up!;2023-12-20T15:45:42Z;0;
UCHqJWDYxkpEIdN4cArlKu6w;@WilliaSmith232;"Really you know her? I was even thinking that I&#39;m the only one she has helped walk through the fears and falls of trading";2023-12-20T12:00:28Z;0;UCWQPr-JDRzr-kuQWF0IsVqQ
UCMO4vbBMq4V05yyAgk6BjCw;@sonneundperlen;"I thought I&#39;m the only one that knows her well I guess her good reputations speaks for her now.  After losing a lot of money trading on my own my life changed when i started earning over $86,300 on my investment";2023-12-20T12:08:03Z;0;UCWQPr-JDRzr-kuQWF0IsVqQ
UCiydS0dkZ6I6wWI4SlgypuQ;@noahwilliam1288;I got a chance to benefit from her services few months ago and it has been a very smooth experience;2023-12-20T12:13:11Z;0;UCWQPr-JDRzr-kuQWF0IsVqQ
UCvDFog2IBdrRUdfoouymxHg;@danieldweebler3392;Thank you CNBC for another unbiased video... NOT;2023-12-20T10:09:21Z;0;
UChTO-3_jt9pQ8doffqoj9lg;@nepalipharaoh330;genius <br>AI to the moon;2023-12-20T04:33:26Z;0;
UC1FHhG175sI-H6alWMtCb9A;@chillfluencer;"That&#39;s like asking: did Apple or M$ lose... while they are both up and running.";2023-12-20T03:03:57Z;0;
UCp04udP9jrLk15-bKvPwPAA;@jimmyhvy2277;"AI&#39;s have been made by Communist , so more Woke Rubbish coming out of the AI , IMHO .";2023-12-19T23:47:18Z;0;
UChsLnjqLfLiddt8ofxX2Gmw;@mikea5745;AI will replace professionals in the same way autopilot replaced pilots;2023-12-19T18:44:13Z;0;
UCYePWJd9mUUWChwUGv5np0g;@Telencephelon;"Why is there always a black woman on CNBC telling us something about &quot;better outcome for society&quot;. What science is this based on?";2023-12-19T18:41:31Z;0;
UCKUy8iI7gwwoUejon81YxFw;@sluglife9785;"Among other things, one hopes that we&#39;ll be forced to expand the care economy, and that this will incentivise us to care about each other more in general.";2023-12-19T16:58:31Z;0;
UCzVqtG7YESLC73KIJ1T99QQ;@moshe7019;A.I. losers? Easy... ALL HUMANKIND as they will be eliminated;2023-12-19T15:13:57Z;0;
UCXKRmZHWDydv5_baMnJKAvw;@mcgritty8842;The losers are those who are scared of ai.  The winners are always the corporations because they always profit and keep everyday people under their thumbs;2023-12-19T12:43:50Z;0;
UCaMeIHxRVep3dMZ5O6Emd1A;@milosnestorovic1594;Human resources and talent,ability are Not too important in today s world, today Absolutely general and individual conditions,as well as Opportunities for the Development of software,technology,AI companies and their Solutions, and everything is Absolutely Complicated and depends on everything....;2023-12-19T12:25:43Z;0;
UCWLSih7d6rtgVZA8_jHBNZQ;@normlor;OBVIOUSLY, ALL WORKERS WHO LOSE THEIR JOBS TO THESE GREEDY, VILE OWNERS WHO WANT THAT BOTTOM LINE TO BE 10 FEET THICK!!;2023-12-19T11:23:33Z;0;
UC5Z25OKt9neROPajmNoteZg;@IronMechanic7110;Winner = USA / China  and  Losers = EU / Africa.;2023-12-19T08:36:23Z;0;
UCHLX5OPGirkqWxFCmbrnYCQ;@wilhelmtell3427;US as a country will not be a winner, only some companies will be. The EU is only behind because you bombed the pipeline. But cheap energy will soon come back to Germany and the EU.;2023-12-19T10:09:30Z;0;UC5Z25OKt9neROPajmNoteZg
UCMf3gkJ4ZU91UFbqSL9D0cg;@sourabhjogalekar2041;does it lead to all white people making decisions and having more power? then no thanks;2023-12-19T07:50:36Z;0;
UCn7dpOQzAPJ8FrPOefRS4Bg;@Canvas73120;the day when foolish conservatives will get to the reality, things will be too late;2023-12-19T06:35:25Z;0;
UCC8nRj6HvJdWbaGMrhsUuNg;@Matticus898;"The &quot;Solutions Overtone&quot; is predicated from a fundamentally Marxist view of the world, I say the solution is Decentralize, Decentralize, Decentralize......<br>But im afraid that wont happen, instead AI will be leveraged purely for power consolidation and will bring with it all its disastrous historical consequences";2023-12-19T05:52:42Z;0;
UCKBv1p7n0LHOF6OFAKr8ymA;@lokesh303101;The Market Sector got the Advantage!;2023-12-19T04:54:10Z;0;
UCUN-Od-2cD4Xmj_QhQSA1-g;@localsheriff24;I dont like ai. robots are cool;2023-12-19T04:44:13Z;0;
UCvBgMkqXyjdSaaeY658jN-Q;@JMo268;Maybe this was a good primer for someone who had been asleep for the last 12 months.;2023-12-19T03:42:29Z;0;
UC_nNxY672yCmAJGNB21y9ag;@jarrodyuki7081;what??????????????????;2023-12-19T03:40:22Z;0;
UCUQKZYdGpQHe81978zvo-jA;@KevinSmith-qi5yn;"It is interesting that you had on experts that represented different points of view in the micro sense, but in the macro sense only one of them was a capitalist and the others were socialists calling for the redistribution of wealth and the means of production. It even included a nice strawman against Libertarians.<br>Humans fundamentally don&#39;t like doing repetitive tasks. Its why factory work is unpopular. To address this, we created automation in the factory. This increased the productivity of one worker, increased the quality of the end product, and reduced the monotony of the work.<br>AI right now lacks any creative capacity. It may be able to collage what someone inputs, but it can&#39;t come up with its own ideas. When we think about AI like this, then it&#39;s more a productivity tool for a workforce that has largely not had productivity gains over the last several decades. If I used Visual Studio CoPilot, I could program ten or more times faster and produce better code. But it&#39;s not like AI will know what the entire software is until a person tells it what it is. It reduces the need for coders to rewrite the same code for different clients. This extends into other fields like finance and media art.<br>With that said, AI means less workers needed within those fields but a higher compensation for those who remain. Right now, the country is grossly lacking in manual labor and many in manual labor fields make salaries competitive with tech workers.";2023-12-19T02:32:38Z;0;
UCw46r34eZ3jbKni2vjsXD9A;@amazman977;Best thing to have AI is to control companies and manufacturing. Manufacturing stop when the demand meet the sales or consumption targets for the week and nothing goes to waste. <br><br>Using the first in first out method to control productions. No overstock of produce and product. <br><br>When human labours take 10 days to make 1000 items and AI robots take 2 days finish 1000 items, shut down the factory. Skilled labours work from home to control the factory robot automation. <br><br>No need human labours in the factory except service technicians to fix robot malfunctions, services and repairs. <br><br>Better still, robots can fix the  malfunction problems and services and repair of the other robots. <br><br>We human IQ is to build better AI robots to solve robot own  malfunction problems and fix, repair services robot themselves.<br><br>Human can reduce to 100 million population in each country is enough to go by.;2023-12-19T02:12:40Z;0;
UCUlHwXDYbDDQ6xULY8NGeDA;@southcoastinventors6583;Trade one form of oppression for another great plan;2023-12-20T05:50:13Z;0;UCUMb6scLldfV1d9IGUHydrw
UCjbD2rLyI8MQuW4q813hJxw;@iandaniel1748;"I don&#39;t pay company don&#39;t use woker that pay tax use build society";2023-12-19T02:06:11Z;0;
UC4nCKD_IjWJbc6yyaKtXz1A;@jpat863;Yes jobs will be loss but new jobs will be created. More engineering and analysis work for sure. People have to adapt to not get left behind. Trying to slow down tech isnt the answer. You cant just have a job for the sake of having a job. There needs to be output that can be compared to the cheaper alternative. AI will make labor cheaper and to try and limit it just so someone can have a cushy out of date job is ridiculous. There is work out there for people the problem is not everyone wants to do those jobs.;2023-12-19T01:24:46Z;0;
UC9gj1JejKQ_KTa0uX3RnPXQ;@akeithkira;Just be realistic, dont keep saying it will replace human or many biz are adopting ... without measuring the implementation and success rates, this will be the next WeWork or Theranos which analysts and top economists over promised.;2023-12-19T00:24:31Z;0;
UCz0J5yd0AcS1H_sVF0Wxehg;@mastershredder2002;"Holy moly, why did you have Noriel Roubini chime in from the peanut gallery on this topic? I can&#39;t take this seriously.";2023-12-19T00:14:41Z;0;
UChsNkD2C4hnDMYzBRS5EaKw;@pedromarques9267;"Best comment I&#39;ve seen in the whole comment section. You are actually giving a meaningful solution for this probelm";2023-12-18T23:27:31Z;0;UCrGbZ0BoVxHIWYghqajEdKA
UCWmeG7dmHT1Fzk89EH8OflQ;@makor9510;"That&#39;s why we need our representatives on this. But they are ignoring it. We need free schools to retrain the public.";2024-02-25T23:02:19Z;0;UCtddLwKnPsyPuKAjd8VcgWg
UCwOuoRwbuJyjSKHPV9OcIuw;@8600GTX;The big losers is people who support work at home.;2023-12-18T21:56:22Z;0;
UCiJqg2b8N_H9q8n3BWmdjEg;@wyntoncolter1067;Main concerns are jobs,livley hood and further more possible operations to deliver  more to the economy. <br><br> The positive outlook to me is that i think it will possibly assist people in the fields of healthcare,education and various technological occupations. <br><br>How can the scale be balanced leveraging between captial and labor. The negatives are making more things difficult for areas around the world who may not have a strong job market already yes great for the business who invest in to these future technologies with the downside being a lack or not necessarily needed people to perform these jobs especially dealing with labor.;2023-12-18T21:37:00Z;0;
UCR9sDv6IXJqK0vkjQEezFmA;@walterwhite6896;Snowflake ftw;2023-12-18T21:27:29Z;0;
UCkhFfwQKc1FqnJitKjpD0-A;@logwind;Pinkos now using AI fearmongering to promote UBI, income redistribution, and other communist filth.;2023-12-18T21:00:41Z;0;
UCzuIWbN1QdkQHkC5b8g8S2w;@Also_sprach_Zarathustra.;So maybe a true communism is the solution after all ?;2023-12-18T22:33:17Z;0;UCo7iGfa2iNaL1WGHYCk7jmQ
UCtA-DbqEojFnfSyL8OpnDOA;@PetrosTriantafyllidis;Aip palantir;2023-12-18T20:40:05Z;0;
UCyKoExXUvKNat7y1ydLcfKg;@multatuli1;"They would release it silently, like you wouldn&#39;t know AI already removed customers service job years ago";2023-12-19T02:18:00Z;0;UCGimqKo0szEvrTQkdWh-Lmg
UC_0TKhStj6bnmv0bc9oAXHw;@NazriB;Lies again? AIA Money WBC;2023-12-19T05:13:54Z;0;UCGimqKo0szEvrTQkdWh-Lmg
UCGb2AifyVgyfHVqnaWqK7XA;@Nakkisampyla;Professional craftmen will benefit;2023-12-18T20:25:11Z;0;
UCokCQlWv6Ejf1KzuDghWAtQ;@firstpostcommenter8078;AI will take years/decades to reduce lots of jobs. Enough time for the current generation to stop having kids or have less kids so that the population will gradually decrease a lot.<br><br>May be total Earth population of 1-3 billion perhaps as the jobs disappear.;2023-12-18T20:04:26Z;0;
